"","nomes","cargo_funcao","fala"
"232","KÁTIA ABREU","(Bloco Parlamentar Unidos pelo Brasil/PP - TO)","Só um minutinho, doutora. Então, essa decisão, essa consciência científica, ela foi nacional e internacional, de que a cloroquina e a ivermectina, desde por volta de junho, julho do ano passado, não eram mais eficazes para o tratamento de Covid, é isso? Nacional e internacional.          "
"233","NATALIA PASTERNAK","","Sim, nós tivemos vários países, inclusive, além do Brasil, que estavam usando, experimentando com a cloroquina, mas que, em meados do ano passado, já cancelaram os seus protocolos, diferentemente do que aconteceu aqui, porque perceberam, pela quantidade de publicações que já existiam sobre esse medicamento, que não fazia sentido. Eu estou deixando aqui, com o Presidente, a nota técnica que foi redigida por mim e por um grupo de médicos, a maior parte deles da Fiocruz, sobre o uso da cloroquina. Isso foi publicado, Senador, em junho do ano passado, e está também publicado no site do Instituto Questão de Ciência, pra quem quiser baixar. "
"234","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Muito obrigado, Dra. Natalia. Eu quero determinar à Secretaria que providencie cópias para o Sr. Relator e também para os demais membros desta CPI que se interessaram. "
"235","NATALIA PASTERNAK","","E sobre a imunidade de rebanho, Senadora, é um termo vacinal. Imunidade de rebanho é algo que a gente alcança com campanhas de vacinação, e não deixando todo mundo pegar a doença pra ver o que vai dar. Isso a gente nunca fez historicamente. A gente não controlou doenças, como a varíola, por exemplo, deixando todo mundo ficar doente, pra ver o que ia dar. E a varíola esteve com a gente durante milhares de anos. Mas por que ela nunca foi embora? Por que ela só foi embora com vacina? Porque, efetivamente, imunidade de rebanho, ou seja, fazer a doença parar de circular – e, no caso da varíola, ela parou de circular a tal ponto que ela sumiu, ela realmente foi erradicada –, isso só se consegue com vacina. No caso da varíola, foi uma campanha de vacinação global, maciça, encabeçada pela Organização Mundial de Saúde, que durou dez anos. E daí, sim, a gente conseguiu erradicar até hoje a única doença que foi realmente erradicada do planeta. Outras doenças foram controladas, como a pólio, mas não erradicadas, e isso também com campanhas de vacinação. Essa imunidade de rebanho, de deixar todo mundo ficar doente, ela não funciona, ela não é consistente, ela não é estável. A gente sempre vai ver novos surtos, novos picos. A gente pode até ter um controle temporário e muito localizado, mas ele não vai durar. Então, não é uma estratégia efetiva. Imunidade de rebanho é algo que a gente só consegue com vacina, e não simplesmente deixando as pessoas ficarem doentes. "
"236","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Dr. Cláudio. "
"237","CLÁUDIO MAIEROVITCH","","Obrigado, Senadora. Eu vou comentar... "
"238","KÁTIA ABREU","(Bloco Parlamentar Unidos pelo Brasil/PP - TO)","Por favor... Ah, desculpa! Desculpa! Pensei que já tinha encerrado. "
"239","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Não, por favor, Senadora Kátia. Eu ia passar pra... "
"240","KÁTIA ABREU","(Bloco Parlamentar Unidos pelo Brasil/PP - TO)","Eu queria ver as mortes evitadas, as mortes que poderiam ter sido evitadas se o dever de casa tivesse sido feito a contento. "
"241","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Dr. Cláudio. "
"242","CLÁUDIO MAIEROVITCH","(Para expor.)","Obrigado, Senadora. Primeiro um comentário em relação à imunidade de rebanho. Eu vou me permitir aqui traduzir um pouco em miúdos o significado da origem dessa expressão. Como o próprio nome já diz, é algo apreendido da própria veterinária, em que, se vacinando uma parte da criação, uma parte importante da criação contra uma determinada doença transmissível entre os animais, mesmo aqueles que não foram vacinados ficam protegidos, porque esse agente infeccioso não consegue circular o suficiente pra chegar até aqueles que não foram vacinados, a probabilidade de chegar naqueles é muito pequena.          Então, o raciocínio que se faz: bom, na medida em que muita gente tiver a doença, tanta gente estará protegida, estará com imunidade, que a probabilidade de alguém que tenha o vírus ter contato com alguém que não tenha imunidade é tão pequena que a doença acaba. No entanto, para o caso da Covid, só é possível atingir essa imunidade com vacinação. O cenário de que se atinja esse tipo de imunidade pelo rumo natural da doença implica uma quantidade tão grande de doentes e de mortos que não seria sequer eticamente aceitável alguma proposta desse tipo e, mesmo assim, sabendo-se que o vírus continuaria circulando em alguma dimensão e causando novos surtos, novas mortes, novas internações esporadicamente – é o que a história nos tem mostrado. Então, para que nós atinjamos aquilo que a gente tem usado na saúde pública como a transposição desse termo da imunidade coletiva, ou imunidade populacional, nós precisamos de vacinação, e vacinação em larga escala. Em relação ao número de mortes que poderiam ter sido evitadas, é muito difícil falar em números. A gente tem um mínimo do que poderia ter sido evitado, o cálculo feito pelos epidemiologistas da Universidade Federal de Pelotas de que, caso tivessem sido fechados acordos mais precocemente, mais tempestivamente, com o Instituto Butantan e com a empresa Pfizer, nós teríamos evitado algo em torno de 80 a 90 mil mortes no País, sem nenhum outro tipo de ação. Certamente, se nós tivéssemos tido alguns períodos de confinamento, uma boa campanha de comunicação, medidas no campo da economia e no campo social adotadas tempestivamente de forma coordenada, nós teríamos um número de mortes muito menor. Não sei se alguém já fez essa estimativa de uma forma científica, mas, se a gente fosse pensar em grandes números em ordem de grandeza, é possível estimar que nós tivéssemos metade dessas mortes evitáveis. "
"243","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Obrigado, Dr. Cláudio. Senadora Kátia, satisfeita? "
"244","KÁTIA ABREU","(Bloco Parlamentar Unidos pelo Brasil/PP - TO)","Impactada, muito impactada. Uma última pergunta, se me permite, Presidente. "
"245","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Pois não, Senadora. "
"246","KÁTIA ABREU","(Bloco Parlamentar Unidos pelo Brasil/PP - TO)","O que aconteceu de pior de 2020 para 2021? Em 2020 morreram 195 mil brasileiros. Em 2021 – nós estamos no meio do ano –, morreram 288 mil brasileiros. Com a previsão de mais 150, ou vamos colocar só mais 100 para não dizer que estamos exagerando, que nós somos contra Bolsonaro, mais 100: então, mais quase 400 mil pessoas em 2021. Então, arredonda-se para 200 no ano passado e, agora, quase 400 este ano, só até daqui a dois meses. O que foi feito de errado, de pior, para terem dobrado as mortes do ano passado para cá? Onde erramos? Por que menos mortes no ano passado? Ou melhor, onde acertamos no ano passado? De qualquer jeito, eu queria saber o que aconteceu. "
"247","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Obrigado, Senadora. Dra. Natalia.          "
"248","NATALIA PASTERNAK","(Para expor.)","Senadora, do ano passado pra cá, teve diversas mudanças de comportamento das pessoas e do vírus que contribuíram pra esse aumento em 2021. Então, se a gente olhar, durante o ano passado, primeiro a gente tem uma pandemia que começa de uma maneira lenta, porque começa se espalhando pelo mundo, e vai atingindo, de maneira diferente e em tempos diferentes, os diversos países e regiões, até que ela se espalha de uma maneira mais homogênea, e daí o estrago é muito maior. Então, primeiro teve um crescimento gradual em 2020, até que ela se estabilizou, então, quando chega 2021, já estava tudo dominado, por assim dizer. E outra coisa que acontece é que, com a pandemia correndo descontrolada em vários países, a gente tem o surgimento de novas variantes do vírus. E isso é normal, isso faz parte da evolução do vírus, da fisiologia dele: o vírus vai se adaptando melhor a nós, ao hospedeiro, com o tempo. E essas adaptações surgem com mutações bastante específicas, que vão sendo selecionadas, porque elas trazem vantagem para o vírus. Ele se torna mais eficiente em nos infectar. E tem geralmente dois tipos de mutação que dão muita vantagem para o vírus. Uma dá mais afinidade pelo nosso receptor celular. Então, é como se o vírus... Naquele esquema de chave e fechadura, em que ele tem a chave que abre a fechadura da célula, quando ele faz o primeiro pulo do reservatório animal para humano, essa chave abre mais ou menos, mas abriu, entrou, e o vírus consegue, então, infectar a nossa célula. Mas ainda tem lugar pra ele melhorar, dá pra ele melhorar essa chave, dá para ele rodar melhor essa chave ali. Então, tem espaço pra mutações que podem trazer vantagem para o vírus, se ele conseguir fazer um encaixe melhor. E é isso que ele faz com o tempo, mas, pra essas mutações acontecerem, a gente precisa de tempo e de multiplicação viral. A gente teve os dois: a gente teve tempo e a gente teve locais no mundo onde a multiplicação viral tendeu ao infinito, porque a pandemia correu muito descontrolada. Então, a gente teve situações ideais pra dar tempo de o vírus se adaptar. Outra mutação que também acaba sendo muito vantajosa para o vírus é se ele escapa do nosso sistema imune, se ele escapa das nossas defesas, sejam essas defesas geradas por uma infecção prévia ou por vacinas. Se ele consegue escapar, ele está na vantagem. Então, esses dois tipos de mutação são os tipos que mais apareceram nas famosas variantes do vírus que estão aí circulando pelo mundo e que tornam o vírus mais eficiente. Se ele é mais eficiente, ele é mais contagioso, ele vai chegar a mais pessoas, então ele se espalha mais rapidamente; se ele tem um ligeiro escape de sistema imune, ele também se espalha mais rapidamente. Outra coisa que mudou, infelizmente, é que o controle dessa pandemia depende do comportamento de pessoas, porque ela passa de pessoa pra pessoa. E, infelizmente, em 2021, a gente teve momentos de uma adesão às medidas restritivas muito menor do que alguns momentos em 2020. Então, isso também se reflete na propagação da doença, porque, se as pessoas estão – e é até compreensível – exaustas, cansadas, frustradas, elas vão aderindo menos às medidas de prevenção – e, se elas estão iludidas, achando que têm curas milagrosas, menos ainda. Então, a gente acaba tendo uma maior circulação do vírus. Essa circulação motivada pelo comportamento de pessoas, por estarem desinformadas ou por acreditarem em curas milagrosas... Junta-se a isso, então, a própria evolução do vírus com o surgimento de variantes que também são mais contagiosas e mais eficientes em nos infectar e a gente tem um cenário onde o que era ruim ficou pior.         "
"249","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Antes, Dr. Cláudio... "
"250","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL. Como Relator.)","Bernadete Moreira pergunta-me pelas redes sociais se dava para colher, aproveitando as honrosas presenças de V. Sas. aqui nesta Comissão, as suas impressões sobre o fato de o Brasil sediar a Copa América depois das veementes recusas do Chile, do Equador e da própria Argentina. O que V. Sas. acham disso? "
"251","CLÁUDIO MAIEROVITCH","(Para expor.)","Eu só queria fazer um comentário breve em relação à explanação da Natalia. Isso que aconteceu no mundo inteiro aconteceu com cores mais vibrantes no Brasil. Vamos nos lembrar, em relação ao primeiro movimento: quando a epidemia entrou no Brasil, ela entrou por algumas capitais, principalmente aquelas que têm mais conexão internacional – São Paulo, Rio de Janeiro, Ceará, Manaus –, e foi se espalhando aos poucos para o interior. Naquele momento, meados do primeiro semestre do ano passado, ainda houve atitudes de alguns Governadores e alguns Prefeitos de fazer restrição à movimentação de pessoas, ao funcionamento de diversas atividades, e aquilo funcionou, aquilo segurou um pouco. Quando nós tivemos, no fim do ano, uma flexibilização ainda maior, a epidemia já estava espalhada pelo Território nacional inteiro, é como se ela já estivesse semeada em toda parte, e aí foi só bater a chuva que nasceu em toda parte. Então, isso explica em grande parte essa intensidade no início deste ano. Além disso, as medidas que foram, ainda que precariamente, adotadas ano passado não foram adotadas este ano. E vamos olhar para a cronologia: nós tivemos um auxílio emergencial que durou até dezembro do ano passado, e nós ficamos quatro meses sem auxílio nenhum. Não acredito que seja apenas coincidência que tenha sido justamente nesse período que houve o maior crescimento da transmissão e do número de mortes. Em relação à Copa América, acredito que ninguém da área de saúde pública, ninguém em sã consciência se colocasse a defender a realização de qualquer atividade que reúne gente numa situação cataclísmica como a que nós vivemos, do ponto de vista da transmissão. Outros dois países se negaram, por razões diferentes até, talvez por mais bom senso, e não estão em situação pior do que a nossa. Quer dizer, é uma coisa... Beira a insanidade que um país que hoje tem sido aquele que ostenta o maior número de mortes diárias por uma doença, por uma grande epidemia, traga para si eventos que reúnem pessoas, que reúnem pessoas de origens diferentes, sabendo que não é possível conter completamente a transmissão. Então, me parece uma atitude insana. "
"252","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Por favor. "
"253","NATALIA PASTERNAK","","Senador, se puder só fazer um adendo... Porque eu recebi uma mensagem do Professor Pedro Hallal aqui, pedindo que eu desse os dados que ele publicou na Lancet, de que três de cada quatro mortes teriam sido evitadas se o Brasil estivesse na média mundial de controle da pandemia. Ou seja, quando atingirmos 500 mil mortes, isso quer dizer que 375 mil mortes poderiam ter sido evitadas com melhor controle da pandemia. Esses dados são do Professor Pedro Hallal. Ele pediu que eu compartilhasse aqui.         "
"254","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Obrigado, Dra. Natalia. Senadora Kátia. "
"255","KÁTIA ABREU","(Bloco Parlamentar Unidos pelo Brasil/PP - TO)","Presidente, por último agora, pra encerrar, eu pergunto aos dois: imaginem que, nesse momento, no dia 11 de junho, vocês recebessem do Presidente da República o poder de mando pra resolver o problema da pandemia nos próximos 30 dias. O que vocês recomendariam aos Governadores, aos Prefeitos, ao próprio Governo Federal? O que seria efetivo, objetivamente? Eu sei que não é assim: ""Isso, mais isso, mais aquilo""; é um conjunto. Mas vocês teriam esses 30 dias pra agir. Qual seria a prioridade de vocês pra ajudar a conter essas 150 mil mortes que poderiam vir nos próximos 60 dias? Liberdade total do Governo e do Congresso. O que fariam, por favor? "
"256","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Obrigado, Senadora Kátia. Eu peço à Dra. Natalia e ao Dr. Cláudio também só pra procurarem objetivar a resposta, pra gente poder prosseguir com os próximos colegas Senadores. Dr. Cláudio. "
"257","CLÁUDIO MAIEROVITCH","","Bom, neste cenário idílico, em que fosse dado às pessoas, aos cientistas, às pessoas do ramo pra tomar decisões... Eu vou resumir em apenas três aqui – certamente haveria uma infinidade delas. A primeira seria lockdown, interrupção por três semanas de todas as atividades que não são consideradas absolutamente essenciais pra manutenção da vida das pessoas, seguida de rotinas de rastreamento, testagem e isolamento. A segunda, obviamente: a vacinação, a busca de mais opções de vacinas, de forma rápida, pra atingir as pessoas, já que velocidade é um componente muito importante da resposta à epidemia. E a terceira: comunicação, quer dizer, campanhas intensas tratando de quais são os comportamentos seguros pra as pessoas, quais são as atividades seguras e de que forma se prevenir. De maneira bem sucinta, é isso. "
"258","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Obrigado, Dr. Cláudio. Dra. Natalia. "
"259","NATALIA PASTERNAK","","O Cláudio já disse tudo. "
"260","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Obrigado. Obrigado, Senadora Kátia. (Intervenção fora do microfone.) "
"261","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Pois não, Senadora. "
"262","KÁTIA ABREU","(Bloco Parlamentar Unidos pelo Brasil/PP - TO)","Obrigada, Presidente. Obrigada aos nossos convidados pelos esclarecimentos maravilhosos. Muito obrigada. "
"263","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Nós que agradecemos, Senadora Kátia, por sua audiência e por sua intervenção. Então, na sequência, como a dinâmica desta Presidência é alternar entre um presencial e um remoto – Senador Marcos Rogério está no remoto –, então passaremos ao Senador Luis Carlos Heinze, que está aqui presencialmente. Em seguida, ao Senador Marcos Rogério; e, em seguida, ao Rogério Carvalho, que está aqui presencialmente. Senador Heinze, fique à vontade. "
"264","LUIS CARLOS HEINZE","(Bloco Parlamentar Unidos pelo Brasil/PP - RS. Para interpelar.)","Sr. Presidente, Sr. Relator, Dra. Natalia, Dr. Cláudio, prazer. Colegas Senadoras, Senadores... Presentes tem poucos aqui, mas alguém está no sistema remoto... Só fazer, primeiro, uma colocação: o Dr. Cláudio fala que o Governo não fez nada. Infelizmente a nossa mídia mostra pouco. Aqui, BBC de Londres, 20 de maio: paradoxo, Brasil, na América Latina, onde baixou a pobreza, Panamá e Brasil – BBC de Londres, 20 de maio. Aqui está o Wall Street Journal também – isso aqui agora, de 2 de junho –, onde também fala que o Brasil está voltando a crescer depois da pandemia.         Alguma coisa foi feita, não foi por conta. Então, esses são... É só para responder ao que o senhor falou. Foi colocado aqui também que não fez nada. Nunca se liberou tanto dinheiro para a saúde como liberou em 2020 e continua liberando em 2021. No ano passado, para os Estados brasileiros e Municípios, foram R$175 bilhões. E, mesmo assim, se vê a farra do dinheiro. Respiradores, nesse Consórcio Nordeste, foram comprados de uma indústria da maconha. O Senador Girão insiste nesse assunto e deve falar desse tema. Da mesma forma, acho que em Manaus ou não sei onde, alguém que vende vinho está vendendo respirador. Aí é muito complicado. Mas dinheiro houve e foi repassado a Estados e Municípios e também aos próprios hospitais. Vou repetir um fato que já venho dizendo: os hospitais filantrópicos têm quase 30 mil leitos de UTI, já renovados aqueles valores que o ministério paga. São R$1,6 mil por dia e quase 30 mil leitos. No meu Estado, triplicaram os leitos de março do ano passado até março deste ano. No Brasil, quase dobraram os leitos de UTI Covid. Então, esse é o ponto. O Dr. Cláudio é da Fiocruz, uma instituição importante para o Brasil e para o mundo. Eu fiz... Outro dia, falando para o Dr. Dimas... O Butantan recebe este ano do Governo Bolsonaro, que se está criticando aqui, mais de R$8 bilhões; a Fiocruz, R$7,5 bilhões. Inclusive, o Complexo Santa Cruz... Essa compra da vacina, no acerto feito na semana passada, entre Ministério da Saúde, Fiocruz e AstraZeneca, vai possibilitar, acho, o Complexo Santa Cruz, que é muito importante. Então, fica ruim falar de um parceiro dessa monta, a crítica que é feita pela Fiocruz, a crítica que é feita pelo Butantan ao Governo. Essa é a minha colocação. A Senadora Kátia fez uma colocação ali das mortes. Dra. Natalia, só vou fazer uma colocação aqui: os Estados Unidos praticamente vacinaram toda a população, Senador Renan... Preste atenção! Vacinaram toda a população. Na data de ontem, eram 598 mil mortes nos Estados Unidos, com toda a população vacinada. No Brasil, são 476 mil. Hoje são quatrocentos e... É um pouquinho mais. Então, também não é a questão da vacinação. Aqui tem uma informação. São dados públicos nesse processo. Dra. Natalia, a senhora considera tecnicamente correto afirmar que a ciência comprova a ineficácia da droga ivermectina quando temos cinco metanálises favoráveis, sendo duas já publicadas, uma em maio, pelo Dr. Pierre Kory, e a outra agora em 6 de junho, pelo Dr. Timotheus, tendo um preprint da Dra. Tess Lawrie, uma das maiores especialistas do mundo em Medicina Baseada em Evidências, e do Dr. Andrew Hill? E há uma recente, do Dr. Karale, da famosa clínica Mayo dos Estados Unidos. A senhora saberia nos dizer se a metanálise do Dr. Kory fez com que o NIH norte-americano, desde janeiro de 2021, passasse a permitir o uso de ivermectina off-label nos Estados Unidos? "
"265","NATALIA PASTERNAK","","Posso? "
"266","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Por favor, Dra. Natalia! "
"267","NATALIA PASTERNAK","(Para expor.)","Obrigada, Senador.         Em relação à vacinação nos Estados Unidos e ao número de mortes que se acumulam no país desde muito antes da vacinação, é claro que os Estados Unidos também tiveram uma passagem muito difícil pela pandemia, e o acúmulo de mortes lá é muito grande e tão lamentável quanto o nosso. Eles também passaram por períodos difíceis de adesão às medidas restritivas, mas, ao passo que começaram a vacinar e fizeram uma vacinação bastante eficiente e rápida, o número de casos de hospitalizações e de mortes caiu bastante, caiu tanto que, em muitos locais dos Estados Unidos, já estão retomando o que a gente tanto queria, que é a vida normal, inclusive com a liberação de bares e restaurantes para operarem, a liberação, em alguns Estados, em alguns locais dos Estados Unidos, para que as pessoas já andem sem máscara nas ruas, em espaços ao ar livre. Então, é um país que investiu em campanha de vacinação, que fez uma campanha de vacinação eficiente, rápida e abrangente e que, claro, fez a compra antecipada dessas vacinas, o que garantiu que eles pudessem fazer essa campanha de vacinação tão eficiente. Então, comparar simplesmente e dizer que, nos Estados Unidos, morreu mais gente do que aqui... Primeiro, eles passaram por um período tão ruim quanto o nosso, mas eles efetivamente enfrentaram a pandemia com uma ótima campanha de vacinação e com a implementação de medidas de segurança, de medidas preventivas. Aqui não, aqui nós não fizemos. Então, a gente não pode simplesmente comparar o número total de mortes e dizer... "
"268","LUIS CARLOS HEINZE","(Bloco Parlamentar Unidos pelo Brasil/PP - RS)","Não estou comparando. Eu só estou citando. Só citei. "
"269","NATALIA PASTERNAK","","Pois não, pois não. E eu só estou comentando a sua citação. "
"270","LUIS CARLOS HEINZE","(Bloco Parlamentar Unidos pelo Brasil/PP - RS)","Sim. "
"271","NATALIA PASTERNAK","","Em relação à comprovação da ivermectina, primeiro, a gente não comprova ineficácia em ciência. A gente não pode comprovar uma negativa. Por isso que, quando a gente, inclusive, fala pra imprensa que a cloroquina é comprovadamente ineficaz, a gente está usando ali uma liberdade jornalística, pra que as pessoas entendam que as evidências acumuladas até agora indicam que a cloroquina não é uma medicação que serve pra Covid-19. Mas comprovar ineficácia não é uma qualidade da ciência. A gente não pode comprovar uma negativa, a gente simplesmente acumula todas as melhores evidências obtidas com os melhores estudos da melhor qualidade, justamente nas metanálises que o senhor cita, Senador. Mas metanálises só são tão boas quanto os estudos que elas incluem; metanálises são feitas levando em conta, quando elas são boas metanálises, os melhores estudos feitos sobre aquele assunto, classificando esses estudos justamente na sua capacidade estatística de que a gente possa confiar naqueles resultados e na sua qualidade metodológica. Se a gente fizer uma metanálise só com estudos fracos, a gente vai ter uma metanálise fraca, e daí a gente vai poder – muito obrigada – dizer comprovadamente que algo funciona, mas quando, na verdade, o conjunto das evidências que foi contemplado naquelas metanálises é um conjunto de evidências fracas. Então, nós precisamos ter metanálises bem feitas. O grupo Cochrane é um grupo que faz isso muito bem, reúne metanálises de qualidade, que são feitas avaliando e classificando os melhores trabalhos que foram feitos com a melhor metodologia e analisando o poder estatístico de todos esses trabalhos. Então, essas metanálises, principalmente as do grupo Cochrane e de alguns outros grupos, que são metanálises de qualidade, é que devem ser levadas em conta. Não cabe aqui a gente ficar avaliando trabalho por trabalho. O que eu trouxe, na minha apresentação inicial, foram exemplos de alguns trabalhos, pra mostrar como a ciência funciona, mas não cabe – nem temos tempo aqui – ficarmos juntos avaliando a metodologia aplicada em cada trabalho, em cada artigo publicado.         Isso, inclusive, já foi feito pela comunidade científica e está avaliado em diversos fóruns científicos – tenho certeza de que Cláudio também acompanhou. Então, essa avaliação já é feita pelos pares, quando o artigo é publicado em boas revistas, e pela comunidade científica, porque nós sabemos que até boas revistas, às vezes, publicam artigos que não são de qualidade. E, durante a pandemia, a comunidade científica tem sido muito ativa em avaliar e ajudar essa avaliação dos pares que tem sido feita com bastante pressa. Então, não, eu realmente não vejo sentido em ficar debatendo aqui artigo por artigo, porque nós precisamos olhar o conjunto de evidências, e o conjunto de evidências mais robusto que nós temos hoje indica que a ivermectina não é um medicamento apropriado para o tratamento da Covid-19. Não sei se o Cláudio gostaria de comentar alguma coisa... "
"272","LUIS CARLOS HEINZE","(Bloco Parlamentar Unidos pelo Brasil/PP - RS)","Estou satisfeito. "
"273","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Só me parece que o Senador Heinze tem mais perguntas. "
"274","LUIS CARLOS HEINZE","(Bloco Parlamentar Unidos pelo Brasil/PP - RS)","Vamos seguir aqui. "
"275","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Por favor. "
"276","LUIS CARLOS HEINZE","(Bloco Parlamentar Unidos pelo Brasil/PP - RS)","Ainda falando... De acordo com a Resolução do CNS 466, de 2012, que regulamenta as pesquisas em seres humanos no Brasil, em seu item III, inciso 2, letra ""f"": f) se houver necessidade de distribuição aleatória dos participantes da pesquisa em grupos experimentais e de controle, assegurar que, a priori, não seja possível estabelecer as vantagens de um procedimento sobre outro, mediante revisão de literatura, métodos observacionais ou métodos que não envolvam seres humanos; No ensaio clínico de Manaus, foram incluídos pacientes do SUS, em geral com mais de 50 anos ou com graves comorbidades, conhecidos como fatores de risco para prever maior mortalidade na Covid-19, portanto, muito vulneráveis, que tinham no Hospital Delfhina Aziz o único hospital para assistência médica. Não havia qualquer critério de exclusão e confirmação diagnóstica só seria feita durante o tratamento, mas os pacientes teriam que usar uma droga de acordo com o grupo para qual fosse sorteado. Se a senhora fosse membro de um comitê de ética em pesquisa e esse protocolo fosse apresentado para a sua relatoria, a senhora aprovaria eticamente aceitável? E por que motivos? "
"277","NATALIA PASTERNAK","","Senador, eu não sou e nem poderia ser membro da Conep ou de qualquer comitê de ética de análise de medicamentos, porque essa não é a minha especialidade, mas o trabalho de Manaus foi aprovado pela Conep, foi aprovado pela nossa Comissão de Ética Nacional. Então, não cabe a mim dizer, cabe à Conep, e a Conep já disse. "
"278","LUIS CARLOS HEINZE","(Bloco Parlamentar Unidos pelo Brasil/PP - RS)","A Conep, vou lhe dizer... Esse assunto está em investigação no Ministério Público Estadual, já teve um trabalho no Ministério Público Federal que não foi arquivado e tem um trabalho agora no Ministério Público Estadual do Amazonas. E também eu estou pedindo à Polícia Federal para investigar. Tem dados errôneos na Conep, e a dose foi letal com 22 pessoas mortas. "
"279","NATALIA PASTERNAK","","Senador, a dose não foi letal. Foi uma dose estabelecida em protocolos anteriores e não cabe ao Ministério... "
"280","LUIS CARLOS HEINZE","(Bloco Parlamentar Unidos pelo Brasil/PP - RS)","Letal! "
"281","NATALIA PASTERNAK","","... Público Federal... "
"282","LUIS CARLOS HEINZE","(Bloco Parlamentar Unidos pelo Brasil/PP - RS)","A dose foi letal – depois isso vai ser comprovado! "
"283","NATALIA PASTERNAK","","Não foi, Senador. "
"284","LUIS CARLOS HEINZE","(Bloco Parlamentar Unidos pelo Brasil/PP - RS)","Estão investigando e vai ser comprovado. "
"285","NATALIA PASTERNAK","","A Conep é que é responsável por isso. "
"286","LUIS CARLOS HEINZE","(Bloco Parlamentar Unidos pelo Brasil/PP - RS)","Ainda falando em ética, eu entendi que a senhora se autointitula comunicadora científica, sendo graduada em Biologia. Pergunto-lhe: qual a sua experiência como cientista? Trabalhou onde antes de criar o seu Instituto Questão de Ciência? Qual o índice H do seu currículo profissional? "
